hash,message,parent_hashes,is_merge,modified_files
afa200f39d828ff3637c247d5a6be921e0059642,"Reverting the dependency on tf nightly to build TFG nightlys due to an error linked with tf addons. It turns out that using tfa-nightly does not resolve the problem. If you want to use TFG nightly with TF nightly, please either git clone TFG and add it to your python path, or pip install tfg-nightly then pip install tf-nightly.  PiperOrigin-RevId: 315887838",8b06f72b1f40605c182d73a38d0e436e596deeef,False,tfg-nigthly-pypi.yml
dabe1cfac16fbcf098080070ce36fee5d19da67a,Fix test accuracy and timeout issues over multiple runs. Fix warnings in pointnet tests and modify imports.  PiperOrigin-RevId: 316357323,95f0334bcde7b6ad6916b6aa664ca681887d4f95,False,test_helpers.py;pyramid_test.py;chamfer_distance_test.py;__init__.py;__init__.py;train.py;math_test.py;emission_absorption_test.py
a31fbc76c49a4535926edf607004662c8227f8c6,Fix Camera Feature for Pix3D,dd1719d80d1ba9cb688f49723811ff7c81af2c16,False,pix3d.py
26ae9271901cbd8cf89c4ba09eb06be11427a395,Fix Camera Feature for Pix3D,28c3e1a94289638e7d8908be2a0ef08232714389,False,pix3d.py
9db8e5582eb78af2b459ba8c7d1fa55f5178a9e8,Fix Linting,c54ec207e34203355ee9e94b4a224309a5a4507e,False,pix3d.py;pix3d_test.py
b472ba8691bc2d133e6bb248409c629db7116995,fix flake8 linting,9db8e5582eb78af2b459ba8c7d1fa55f5178a9e8,False,pix3d.py
17319d5763d3d2f17ffb8ef607b689c48c03ebe6,fix missing line in dataset feature,b472ba8691bc2d133e6bb248409c629db7116995,False,camera_feature_test.py
0377a493e268fcaad9741a97f4cbce6b25471feb,Fix typo in doc-imports.  This is blocking the docs generator from running.  Fix build_docs.py to use the conditional imports  PiperOrigin-RevId: 319986630,24fb1c83382f6a227b2f6076c8c80f851b87f807,False,build_docs.py;__init__.py
3dd63357f54f42ad60c6dc0daeb3e1739f7863be,Add BUILD file for build_docs.py  Fix __all__ cleanup.  PiperOrigin-RevId: 320390634,0377a493e268fcaad9741a97f4cbce6b25471feb,False,__init__.py
32e08fa468112847bef87e23362d168ecc750a91,"Reverting the dependency on tf nightly to build TFG nightlys due to an error linked with tf addons. It turns out that using tfa-nightly does not resolve the problem. If you want to use TFG nightly with TF nightly, please either git clone TFG and add it to your python path, or pip install tfg-nightly then pip install tf-nightly.  PiperOrigin-RevId: 315887838",abc3c3772d297310c6fbe5b9c225abbe4370dea4,False,tfg-nigthly-pypi.yml
0d3d8fd92b29acb03a42c8752e8b731db3f249da,Fix test accuracy and timeout issues over multiple runs. Fix warnings in pointnet tests and modify imports.  PiperOrigin-RevId: 316357323,9f05082d6fae56ead6e5c14a306084094edc2e48,False,test_helpers.py;pyramid_test.py;chamfer_distance_test.py;__init__.py;__init__.py;train.py;math_test.py;emission_absorption_test.py
f76daf37cf6b25bc9522e3dca270db22ce415f59,Fix Camera Feature for Pix3D,64c11cd65731e5048f8a95c935b643336d9ce269,False,pix3d.py
28b30753f248907d0713d70ec7220cb25c030def,Fix Camera Feature for Pix3D,3f7d44c5765f2eee9b7b52426f9325cf29476f80,False,pix3d.py
0015bb194cba28c3305f9cf25a315ae10a24f6cf,Fix Camera Feature for Pix3D,086900d3c96a25c04ec64994423a0e6c23698a42,False,pix3d.py
0d0a600089a46604139dc43b8a02f8056c7f12ea,Fix Camera Feature for Pix3D,18f8191e3e1d90ef99f77f5d4cd2db6294789a8d,False,pix3d.py
f2717b8edb3d844c3788ab30a5ce0c2cd518eab2,Fix Linting,f2ad3a2eaff9c256149f9c4b713cd8a22f7974a1,False,pix3d.py;pix3d_test.py
5108cebf924e623fd5276ef697784d38e6fd7a73,fix flake8 linting,f2717b8edb3d844c3788ab30a5ce0c2cd518eab2,False,pix3d.py
bb8449b804dfa56723b04ae5d799fd8f21315659,fix missing line in dataset feature,5108cebf924e623fd5276ef697784d38e6fd7a73,False,camera_feature_test.py
79e7bc728543196a5981a80c8577ab4a9babce7e,Fix Linting,1a63b130bd4d9a1faea85d111f84d98a0f423d0b,False,pix3d.py;pix3d_test.py
ced8cb4baafd4258a79e3273f5495bbc2c0755af,Add correct segmentation masks and hint in docstring,79e7bc728543196a5981a80c8577ab4a9babce7e,False,0045.png;1745.png;pix3d.py;pix3d_test.npy;pix3d_train.npy
732f4c48cfd21a8bb87943bb87c2932714ab14f4,Fix Linting,421896b0d97c662bad21d7903e6a394ad6c423af,False,camera_feature.py;camera_feature_test.py;pose_feature.py;pose_feature_test.py;voxel_feature.py;voxel_feature_test.py;pix3d_test.py
10ec5cef146aded35fea8c054854af6d7e4b3570,Remove face culling from geometry shader and activate OpenGL fix function instead.  PiperOrigin-RevId: 322717736,43741222eea79007b1bd624691bcc10110e54ea4,False,rasterization_backend.py;rasterizer.cc;rasterizer.h;rasterizer_op.cc;rasterizer_with_context.cc;rasterizer_with_context.h
634a76aad00aa45d40028a68171649c2eaead915,Fix all remaining linting messages for new features and Pix3D,3a5f0f4ae6fd4b83c4ba1eff106aa18361d51f9b,False,camera_feature.py;camera_feature_test.py;pix3d_test.py
24fb8ca943a95c06affd8d7dfa1afb005715875e,Enable coverall and update README.md with new badges. Fix tensorflow package version to avoid linker error with TFA  PiperOrigin-RevId: 323938089,74a00f15900e169d272dfe2b39ba390ce5e3bd00,False,build.yml;README.md;requirements.txt;README.md
aca0af932ccdbc122691ce3f2105ea7751282c9d,Fix matting notebook  PiperOrigin-RevId: 323941353,24fb8ca943a95c06affd8d7dfa1afb005715875e,False,matting.ipynb
8ef96ae10bb2507a1d6c21c21501bb82628ac135,Fix wrong merging from GitHub and fix markdown linting  PiperOrigin-RevId: 327581468,cfcdafcb61e8023df6559952d85be52943b9daf9,False,README.md
9a005e1d4cc93f95cd83f509ee0aee0b2dca5096,"Stop returning NaN from cartesian_to_spherical_coordinates  For some inputs, z/radius returns values outside the range [-1, 1], which causes theta to be NaN.  This CL uses tf.clip_by_value to ensure that the ratio falls within range, which fixes the NaNs. It also stops gradients for out of range values, but since out-of-range values return NaN, no useful gradients could have been calculated anyway.  PiperOrigin-RevId: 327894713",8ef96ae10bb2507a1d6c21c21501bb82628ac135,False,math_helpers.py
9753b691d4704354cef2b0273f10a5324894d63e,Fixing formatting problem in 'interpolate' function docstring.  PiperOrigin-RevId: 329991362,9a005e1d4cc93f95cd83f509ee0aee0b2dca5096,False,bspline.py
8f08baff1719102782c465d590f68b269aaa7b53,Fixing formatting problem in tfg.math.interpolation.weighted.interpolate function docstring.  PiperOrigin-RevId: 330708155,251cb8a2a162427ce2eb2e8cb68de673c1b16a61,False,weighted.py
d5c26cf05125e5c096f5b2cde6c85f88c7df2d59,[tfds] Fix pytype error  PiperOrigin-RevId: 339841828,48454bc297e4b7b59e1fac8b4cc92058e1d7642e,False,__init__.py;shapenet.py
5f17c4b6c60557fa859c071cf47fcd024ebf6c30,"Fix CI error with Bazel and cleanup: - fix trimesh_feature_test.py - fix coverage by adding the missing argument --service=github - fix and clean rasterizer compilation by using a simple genrule, making the CI also easier to extend to other ops - Activate rasterizer unit tests and fix issues with shaders and loading the dynamic library - Run rasterizer unit test using MESA on github action setup proper version for GL and GLSL  PiperOrigin-RevId: 352705180",d5c26cf05125e5c096f5b2cde6c85f88c7df2d59,False,.bazelrc;.flake8;build.yml;tfg-nigthly-pypi.yml;WORKSPACE;build_rasterizer.sh;pytest.ini;requirements.txt;trimesh_feature.py;opensource_only.files;BUILD;egl.h;eglext.h;eglplatform.h;khrplatform.h;__init__.py;cleanup.h;egl_offscreen_context.cc;egl_util.cc;egl_util_test.cc;gl_program.cc;gl_render_targets.cc;gl_render_targets.h;gl_shader_storage_buffer.cc;gl_shader_storage_buffer.h;rasterization_backend.py;rasterizer.cc;rasterizer.h;rasterizer_op.cc;rasterizer_with_context.cc;rasterizer_with_context.h;egl_offscreen_context_test.cc;gl_program_test.cc;gl_render_targets_test.cc;gl_shader_storage_buffer_test.cc;gl_utils_test.cc;rasterizer_op_test.py;rasterizer_test.cc;rasterizer_with_context_test.cc;thread_safe_resource_pool_test.cc;thread_safe_resource_pool.h;BUILD;cleanup_test.cc;BUILD;README.md;BUILD;cc_toolchain_config.bzl;crosstool_wrapper_driver_is_not_gcc;tf.bzl
e539c142799936d76d84d0861951ed883a9b4673,"- Fix use case when `screen_dimensions` or `lower_left_corner` don't have batch dimensions, while other tensors do have batch dimensions. - Unify rasterization backend output to produce channel dimension for `mask` and `triangle_index`  PiperOrigin-RevId: 354940069",d047500d9b6cb9b716e4b02859d5cc9efb004156,False,math.py;rasterization_backend.py;rasterization_backend_test.py;triangle_rasterizer.py;shape.py
f683a9a5794bade30ede447339394e84b44acc0b,Migrate tensorflow_graphics/geometry/transformation to using TensorFlow 2.  Following changes are made to the library code:  - tf.compat.v1.name_scope      -> tf.name_scope - tf.compat.v1.where.          -> tf.where - tf.compat.v1.assert_equal    -> tf.debugging.assert_equal - tf.compat.v1.dimension_value -> tf.compat.dimension_value  Following changes are made to the test code:  - Remove tf.compat.v1.get_variable() - Remove tf.compat.v1.global_variables_initializer() - Remove tf.compat.v1.Session() except for a couple of places using assert_jacobian_is_finite() that depends on TensorFlow v1 libraries  PiperOrigin-RevId: 356156516,9d257ad4a72ccf65e4349910b9fff7c0a5648073,False,axis_angle.py;dual_quaternion.py;euler.py;linear_blend_skinning.py;look_at.py;quaternion.py;rotation_matrix_2d.py;rotation_matrix_3d.py;rotation_matrix_common.py;euler_test.py;quaternion_test.py;test_helpers.py
a6cb379304eb89f8da74be08502ec9a6181afc61,Fix tests for face culling option.  PiperOrigin-RevId: 361737420,c7bb5fcba24b75c75683961a39189821b6903643,False,rasterization_backend_test_base.py
823fde64f847bfeb0ee11e2347ee78e857333da8,Sample random patches from a perspective camera.  PiperOrigin-RevId: 365802382,27f0e67db0f76ddb762a421b6dcae65ddf4dee20,False,perspective.py;perspective_test.py
0cbf391c83d2e9138213a0f5cbee07c225f6411d,Prevent LookupError: gradient registry has no entry for: Rasterize  PiperOrigin-RevId: 368071976,e316a972ee704b47be0e1bfb8571087eeec20181,False,rasterization_backend.py
61bc11886abc50ff4a044435c037aa5325e7cf3d,Fix barycentrics computation in a graph mode.  PiperOrigin-RevId: 368289562,0cbf391c83d2e9138213a0f5cbee07c225f6411d,False,barycentrics.py
9fdc8d6fd23153fc6dfd9172e665e7a8d4f5358c,"Migrate tensorflow_graphics/util to using TensorFlow 2.  - tf.compat.v1.name_scope            -> tf.name_scope - tf.compat.v1.where                 -> tf.where - tf.compat.v1.dimension_value       -> tf.compat.dimension_value - tf.compat.v1.assert_*              -> tf.debugging.assert_* - tf.compat.v1.div                   -> tf.math.floordiv - tf.compat.v2.test.compute_gradient -> tf.test.compute_gradient  Don't replace:  - tf.compat.v1.Dimension, tf.compat.v1.test.compute_gradient, tf.compat.v1.set_random_seed, and tf.compat.v1.lite.TFLiteConverter.from_session as they don't have TensorFlow 2 equivalents  - tf.compat.v1.Session, tf.compat.v1.global_variables_initializer, compat.v1.placeholder, tf.compat.v1.placeholder_with_default, and tf.compat.v1.sparse.placeholder as they are required to run tests in graph mode  PiperOrigin-RevId: 369156735",480100e2e5226eb394d0654c00952d4eb81e809a,False,euler_test.py;asserts.py;safe_ops.py;shape.py;test_case.py;asserts_test.py
ee853d4fbd63352ad091c1bb69d4702ccd71a61a,Fix a typo bug in _compute_gradient_error.  Also replace deprecated function assertRaisesRegexp with assertRaisesRegex: https://docs.python.org/3/library/unittest.html#unittest.TestCase.assertRaisesRegex  PiperOrigin-RevId: 369278747,5b014eb8b91c39d735b6986b0cb11f4d5c2b175f,False,test_case.py
c0f165624783d7f7256d5d7931de7662f878d8b2,Fix a bug in trimesh_feature where the face lists of multiple meshes in a scene were merged by numpy into a 3D array when they all had the same dimensions (instead of keeping them as a 1D object array of 2D arrays).  PiperOrigin-RevId: 376988833,d4f5ba15e426c6f57720f3285e175ba33698300a,False,trimesh_feature.py
e7e624af3efbb52db67a262d03dde7eccc97eda9,Fix the random patch sampling indexing.  PiperOrigin-RevId: 377874187,c0f165624783d7f7256d5d7931de7662f878d8b2,False,perspective.py
1d33eb6beada7b6e7b1a162034478d79c90e3ba8,Small corrections for docstrings.  PiperOrigin-RevId: 379694803,ca88c65ef8051384e307c9ade4bc01d64a981728,False,rasterization_backend.py;triangle_rasterizer.py
cbde26be104e3588b14f91e24d496d46c275d315,"Fix missing tensorflow_graphics documentation.  Several modules were missing documentation due to missing imports in the __init__.py files. I added the ones I could see that were missing. I'm not sure if there is a systematic way to do this, as it seems we don't want to add every function to the API documentation. I omitted the rendering kernels and internal utility functions from the doc imports, for example.  PiperOrigin-RevId: 389260704",0729425f4906ceac6f4327552e91d954da0bd351,False,tfg-main-pypi.yml;tfg-test-pypi.yml;__init__.py;build_docs.py;__init__.py;rasterization_backend.py;__init__.py;__init__.py
0807291bd437693173df9238893ba3e463c95c50,"Trying to fix the inverse rendering colab.  Adding a trailing comma to the ""provenance=[]"" field in cl/389701407 to satisfy the presubmit also broke the JSON, because JSON doesn't allow trailing commas in the last item of a list. In this CL I moved provenance up in the list to avoid the trailing comma issue.  PiperOrigin-RevId: 392659258",3c0b664d04af574225c5aeaea41478a43493aaff,False,inverse_rendering.ipynb
0dbe2461c5b6a109a4aa4f2277f5ed280e1514f5,Silence some pytype errors.  PiperOrigin-RevId: 398607556,907171ad32edf79b570569c44e1e6384d04345ad,False,architectures_style_gan_v2.py
6cde0ce2c5123384ba71d0463736ded096ad4be1,Fixes a pytype issue.  PiperOrigin-RevId: 399305352,0dbe2461c5b6a109a4aa4f2277f5ed280e1514f5,False,architectures_style_gan_v2.py
6c537488fae360e350f90ca35d58c9e9a6e34dc4,Fix typo.  PiperOrigin-RevId: 403380539,6cde0ce2c5123384ba71d0463736ded096ad4be1,False,utils.py
ffe56e072dbcf4fcf55d94dd536b09dc11f7b09f,Changes -std=c++11 to -std=c++14 in rendering/kernels/BUILD.oss and rendering/opengl/BUILD.oss to avoid github build errors.  PiperOrigin-RevId: 409494160,59fe9caec32743672731af62f94bb2aea94e4951,False,BUILD;BUILD
aeeb6e4753b8561ecfd39234ceea1436cd65e89e,"Corrects the documentation for dual_quaternion.to_rotation_translation and makes dual_quaternion.from_rotation_translation compatible, i.e. it accepts a quaternion instead of a rotation matrix.  PiperOrigin-RevId: 410062876",f643ebe5ad4c2199511994824640f227cd92de0d,False,dual_quaternion.py;dual_quaternion_test.py
a15064cc9f9626327e3992d20b64d83668452692,Corrects an error in dual_quaternion.point_to_dual_quaternion.  PiperOrigin-RevId: 413980512,beba9e63c2c43624509bce2c1b92ed1453527c08,False,dual_quaternion.py;dual_quaternion_test.py
7075bf26289336fd91995efbc2e7346afb20d7ae,Fixes improper serialization code route for functional models.  PiperOrigin-RevId: 524097977,ac4fc8377c4ed78d10695c1a2b4cd68f8fdd5430,False,architectures_style_gan_test.py;architectures_style_gan_v2_test.py
c7bd1bf35afb9f20c73404773d3ad9c989f947b0,Silence some pytype errors.  PiperOrigin-RevId: 527620315,7075bf26289336fd91995efbc2e7346afb20d7ae,False,shapenet.py
320e78201040356cb55e43c22bbe26d6e4302330,[numpy] Fix users of NumPy APIs that are removed in NumPy 2.0.  This change migrates users of APIs removed in NumPy 2.0 to their recommended replacements (https://numpy.org/devdocs/numpy_2_0_migration_guide.html).  PiperOrigin-RevId: 655956468,77773cb50eb499cc6b0fbc2d9de7cafb4794b67d,False,asserts_test.py
8f60a9305ce3bd8ee271b3128b01326f20c5ad26,"[numpy] Fix users of NumPy APIs that are removed in NumPy 2.0.  This change migrates users of APIs removed in NumPy 2.0 to their recommended replacements (https://numpy.org/doc/stable/numpy_2_0_migration_guide.html).  This change replaces uses of `np.math`, which is a deprecated alias for the builtin `math` module, with the builtin `math` module. `np.math` is removed in NumPy 2.0.  PiperOrigin-RevId: 658227973",320e78201040356cb55e43c22bbe26d6e4302330,False,math_test.py;rasterizer_op_test.py;rasterization_test_utils.py
